"CountryData_name_native_fra_official","CountryData_name_native_xho_official","CountryData_languages_swa","CountryData_name_native_bos_official","CountryData_name_native_sag_official","CountryData_languages_est","CountryData_languages_bul","CountryData_subregion","CountryData_name_native_cha_common","CountryData_name_native_vie_official","CountryData_name_native_smi_common","CountryData_name_native_kwn_official","CountryData_name_native_tgk_common","CountryData_languages_kor","CountryData_name_native_tam_common","CountryData_name_native_lit_common","CountryData_languages_vie","CountryData_translations_rus_official","CountryData_name_native_lin_common",CountryData_callingCode,"CountryData_name_native_kat_official","CountryData_languages_sot","CountryData_name_native_srp_official","CountryData_name_native_roh_common","CountryData_name_native_nob_official","CountryData_languages_afr","CountryData_name_native_gil_official","CountryData_languages_cha","CountryData_name_native_lav_common","CountryData_name_native_pol_common","CountryData_name_native_ven_common","CountryData_name_native_hat_official","CountryData_name_native_eng_common","CountryData_name_native_hrv_common","CountryData_languages_tpi","CountryData_name_native_nso_official","CountryData_name_native_ukr_common","CountryData_languages_mey","CountryData_name_native_jam_official","CountryData_languages_nde","CountryData_name_native_bwg_common","CountryData_languages_dan","CountryData_name_native_swa_common","CountryData_name_native_spa_official","CountryData_name_native_loz_official","CountryData_name_native_spa_common","CountryData_name_native_tuk_official","CountryData_name_native_mya_common","CountryData_languages_pov","CountryData_languages_bos","CountryData_name_native_ell_common","CountryData_languages_uzb","CountryData_languages_cat","CountryData_name_native_hgm_official","CountryData_name_native_kin_common","CountryData_name_native_swe_common","CountryData_name_native_tkl_common","CountryData_name_native_smo_official","CountryData_translations_zho_official","CountryData_name_native_arc_common","CountryData_name_native_ssw_common","CountryData_languages_lin","CountryData_languages_sin","CountryData_languages_bwg","CountryData_translations_nld_official","CountryData_languages_nso","CountryData_name_native_ber_common","CountryData_name_native_hgm_common","CountryData_name_native_nya_common","CountryData_languages_gsw","CountryData_name_native_kor_official","CountryData_translations_cym_official","CountryData_languages_cal","CountryData_name_native_khm_common","CountryData_name_common","CountryData_name_native_msa_official","CountryData_name_native_hun_official","CountryData_name_native_pau_official","CountryData_name_native_kal_common","CountryData_languages_khm","CountryData_name_native_ind_official","CountryData_name_native_hif_common","CountryData_languages_srp","CountryData_translations_deu_official","CountryData_name_native_fao_official","CountryData_name_native_ces_common","CountryData_languages_por","CountryData_translations_cym_common","CountryData_name_native_aze_common",CountryData_area,"CountryData_languages_mon","CountryData_name_native_pus_common","CountryData_name_native_gil_common","CountryData_languages_sag","CountryData_region","CountryData_name_native_zho_common","CountryData_name_native_fin_common","CountryData_translations_fin_official","CountryData_name_native_aze_official","CountryData_translations_est_common","CountryData_name_native_mon_official","CountryData_languages_kaz","CountryData_name_native_slk_official","CountryData_languages_gil","CountryData_languages_mah","CountryData_name_native_nde_common","CountryData_name_native_nep_official","CountryData_languages_kin","CountryData_languages_nor","CountryData_languages_zib","CountryData_name_native_ben_official","CountryData_name_native_fij_common","CountryData_languages_smi","CountryData_name_native_mey_common","CountryData_name_native_mon_common","CountryData_name_native_cal_official","CountryData_translations_hrv_common","CountryData_name_native_mlg_official","CountryData_name_native_swa_official","CountryData_name_native_crs_common","CountryData_name_native_div_common","CountryData_name_native_niu_common","CountryData_languages_zdj","CountryData_name_native_kir_official","CountryData_name_native_ssw_official","CountryData_name_native_nrf_common","CountryData_languages_tkl","CountryData_languages_bis","CountryData_name_native_slv_official","CountryData_name_native_tsn_common","CountryData_name_native_tso_official","CountryData_name_native_khi_common","CountryData_languages_pol","CountryData_languages_mlg","CountryData_languages_hrv","CountryData_name_native_cat_official","CountryData_translations_hrv_official","CountryData_languages_glv","CountryData_name_native_crs_official","CountryData_name_native_mkd_official","CountryData_name_native_tir_common","CountryData_languages_sqi","CountryData_name_native_kir_common","CountryData_name_native_tpi_official","CountryData_name_native_ndc_common","CountryData_cca3","CountryData_languages_isl","CountryData_name_native_tsn_official","CountryData_languages_fra","CountryData_translations_jpn_common","CountryData_languages_loz","CountryData_name_native_kor_common","CountryData_name_native_rar_official","CountryData_name_native_xho_common","CountryData_languages_kon","CountryData_name_native_dzo_common","CountryData_languages_tir","CountryData_languages_bar","CountryData_name_native_zdj_common","CountryData_languages_rus","CountryData_name_native_glv_official","CountryData_name_native_her_common","CountryData_name_native_pol_official","CountryData_languages_mri","CountryData_name_native_nbl_official","CountryData_name_native_hin_official","CountryData_name_native_jpn_official","CountryData_name_native_lat_official","CountryData_languages_kwn","CountryData_name_native_smi_official","CountryData_name_native_nfr_common","CountryData_name_native_khi_official","CountryData_translations_rus_common","CountryData_name_native_sna_common","CountryData_translations_spa_official","CountryData_name_native_lav_official","CountryData_name_native_urd_common","CountryData_name_native_dan_official","CountryData_languages_lat","CountryData_name_native_mah_official","CountryData_name_native_kat_common","CountryData_name_native_pap_official","CountryData_name_native_lat_common","CountryData_languages_ind","CountryData_languages_pau","CountryData_borders","CountryData_name_native_kck_common","CountryData_name_native_div_official","CountryData_name_native_nld_common","CountryData_name_native_afr_official","CountryData_languages_fin","CountryData_name_native_aym_common","CountryData_languages_swe","CountryData_languages_msa","CountryData_languages_urd","CountryData_name_native_hye_common","CountryData_languages_ssw","CountryData_languages_fas","CountryData_name_native_bar_official","CountryData_name_native_bul_official","CountryData_languages_hif","CountryData_languages_mkd","CountryData_name_native_ron_official","CountryData_languages_mlt","CountryData_name_native_fil_common","CountryData_name_native_nso_common","CountryData_languages_hun","CountryData_name_native_rus_common","CountryData_name_native_lao_common","CountryData_translations_fin_common","CountryData_name_native_arc_official","CountryData_altSpellings","CountryData_languages_jpn","CountryData_translations_fra_common","CountryData_name_native_ltz_common","CountryData_name_native_est_common","CountryData_name_native_fil_official","CountryData_name_native_tur_official","CountryData_name_native_toi_common","CountryData_name_native_hif_official","CountryData_capital","CountryData_translations_ita_official","CountryData_name_native_tir_official","CountryData_name_native_zul_common","CountryData_name_native_lit_official","CountryData_languages_kir","CountryData_name_native_loz_common","CountryData_name_native_fao_common","CountryData_name_native_ndo_official","CountryData_name_native_sna_official","CountryData_name_native_fin_official","CountryData_languages_nbl","CountryData_name_native_ind_common","CountryData_name_native_dzo_official","CountryData_name_native_tha_official","CountryData_name_native_tet_official","CountryData_name_native_pih_common","CountryData_name_native_nrf_official","CountryData_languages_slk","CountryData_name_native_nor_official","CountryData_name_native_dan_common","CountryData_languages_ell","CountryData_name_native_ckb_common","CountryData_name_native_ckb_official","CountryData_languages_nfr","CountryData_name_native_ber_official","CountryData_name_native_kwn_common","CountryData_name_official","CountryData_languages_ara","CountryData_name_native_tur_common","CountryData_name_native_ton_official","CountryData_name_native_hmo_official",CountryData_latlng,"CountryData_name_native_urd_official","CountryData_languages_ces","CountryData_languages_kat","CountryData_translations_zho_common","CountryData_name_native_fas_official","CountryData_name_native_ita_common","CountryData_name_native_grn_common","CountryData_languages_xho","CountryData_name_native_jam_common","CountryData_name_native_zho_official","CountryData_ccn3","CountryData_languages_nya","CountryData_name_native_pov_official","CountryData_name_native_slk_common","CountryData_name_native_mey_official","CountryData_name_native_ukr_official","CountryData_currency","CountryData_languages_lav","CountryData_languages_smo","CountryData_name_native_eng_official","CountryData_name_native_swe_official","CountryData_name_native_tam_official","CountryData_translations_por_common","CountryData_name_native_ron_common","CountryData_languages_tvl","CountryData_languages_gle","CountryData_languages_toi","CountryData_languages_pih","CountryData_name_native_ara_official","CountryData_translations_fra_official","CountryData_languages_mya","CountryData_languages_ven","CountryData_name_native_tso_common","CountryData_languages_ndo","CountryData_languages_prs","CountryData_name_native_heb_common","CountryData_name_native_tpi_common","CountryData_name_native_nzs_common","CountryData_languages_hmo","CountryData_languages_crs","CountryData_name_native_nno_official","CountryData_languages_fao","CountryData_languages_nrf","CountryData_name_native_nfr_official","CountryData_translations_por_official","CountryData_languages_bjz","CountryData_name_native_srp_common","CountryData_languages_ron","CountryData_name_native_cha_official","CountryData_name_native_ell_official","CountryData_languages_kck","CountryData_languages_zho","CountryData_languages_bel","CountryData_languages_div","CountryData_languages_roh","CountryData_name_native_nob_common","CountryData_name_native_roh_official","CountryData_name_native_gle_official","CountryData_name_native_zib_common","CountryData_name_native_ndc_official","CountryData_name_native_pau_common","CountryData_name_native_por_official","CountryData_name_native_glv_common","CountryData_name_native_hat_common","CountryData_translations_ita_common","CountryData_languages_eng","CountryData_translations_slk_common","CountryData_name_native_bis_common","CountryData_languages_fil","CountryData_languages_tet","CountryData_name_native_afr_common","CountryData_name_native_mkd_common","CountryData_languages_lit","CountryData_name_native_sot_official","CountryData_name_native_ita_official","CountryData_name_native_nep_common","CountryData_name_native_nya_official","CountryData_name_native_pih_official","CountryData_name_native_isl_official","CountryData_languages_tha","CountryData_languages_tur","CountryData_name_native_heb_official","CountryData_name_native_ltz_official","CountryData_languages_tuk","CountryData_name_native_lua_official","CountryData_name_native_cal_common","CountryData_name_native_por_common","CountryData_name_native_sqi_official","CountryData_name_native_zul_official","CountryData_name_native_amh_official","CountryData_name_native_vie_common","CountryData_languages_ltz","CountryData_languages_ndc","CountryData_name_native_kal_official","CountryData_name_native_mri_official","CountryData_languages_pus","CountryData_name_native_kon_common","CountryData_name_native_sag_common","CountryData_translations_spa_common","CountryData_demonym",CountryData_landlocked,"CountryData_name_native_gle_common","CountryData_translations_nld_common","CountryData_name_native_grn_official","CountryData_name_native_kck_official","CountryData_name_native_ces_official","CountryData_name_native_nau_official","CountryData_cioc","CountryData_languages_aze","CountryData_languages_pap","CountryData_name_native_sin_official","CountryData_name_native_hin_common","CountryData_languages_tam","CountryData_name_native_sqi_common","CountryData_name_native_tvl_official","CountryData_languages_slv","CountryData_name_native_nor_common","CountryData_languages_hat","CountryData_languages_ckb","CountryData_name_native_bwg_official","CountryData_name_native_khm_official","CountryData_name_native_nbl_common","CountryData_languages_grn","CountryData_name_native_mfe_official","CountryData_name_native_deu_common","CountryData_languages_mfe","CountryData_languages_rar","CountryData_name_native_uzb_common","CountryData_languages_jam","CountryData_name_native_tkl_official","CountryData_languages_kal","CountryData_name_native_mlg_common","CountryData_languages_hin","CountryData_name_native_pov_common","CountryData_name_native_bjz_official","CountryData_name_native_jpn_common","CountryData_name_native_lao_official","CountryData_languages_her","CountryData_name_native_tvl_common","CountryData_name_native_mri_common","CountryData_name_native_que_common","CountryData_languages_nob","CountryData_name_native_kin_official","CountryData_languages_dzo","CountryData_name_native_hye_official","CountryData_languages_nld","CountryData_languages_arc","CountryData_languages_spa","CountryData_name_native_zib_official","CountryData_name_native_cat_common","CountryData_name_native_nld_official","CountryData_languages_nep","CountryData_name_native_lua_common","CountryData_name_native_pap_common","CountryData_name_native_kon_official","CountryData_name_native_fas_common","CountryData_name_native_tet_common","CountryData_name_native_nau_common","CountryData_name_native_som_common","CountryData_name_native_bis_official","CountryData_languages_tso","CountryData_name_native_ton_common","CountryData_translations_slk_official","CountryData_name_native_toi_official","CountryData_name_native_amh_common","CountryData_name_native_bel_common","CountryData_languages_hye","CountryData_languages_ton","CountryData_name_native_nno_common","CountryData_languages_ita","CountryData_name_native_sin_common","CountryData_name_native_som_official","CountryData_languages_niu","CountryData_name_native_hun_common","CountryData_name_native_hrv_official","CountryData_name_native_gsw_common","CountryData_name_native_mlt_official","CountryData_name_native_kaz_official","CountryData_name_native_niu_official","CountryData_languages_amh","CountryData_name_native_fij_official","CountryData_name_native_her_official","CountryData_name_native_tuk_common","CountryData_name_native_lin_official","CountryData_name_native_fra_common","CountryData_name_native_mfe_common","CountryData_cca2","CountryData_tld","CountryData_name_native_bar_common","CountryData_name_native_bjz_common","CountryData_languages_khi","CountryData_languages_nzs","CountryData_name_native_ara_common","CountryData_translations_jpn_official","CountryData_name_native_bel_official","CountryData_languages_que","CountryData_name_native_zdj_official","CountryData_name_native_mah_common","CountryData_name_native_run_official","CountryData_languages_som","CountryData_name_native_isl_common","CountryData_languages_lua","CountryData_name_native_rar_common","CountryData_name_native_prs_official","CountryData_name_native_sot_common","CountryData_name_native_msa_common","CountryData_name_native_mya_official","CountryData_name_native_tgk_official","CountryData_name_native_bos_common","CountryData_languages_nau","CountryData_name_native_ven_official","CountryData_languages_ukr","CountryData_languages_run","CountryData_name_native_uzb_official","CountryData_name_native_ndo_common","CountryData_translations_deu_common","CountryData_languages_deu","CountryData_languages_hgm","CountryData_name_native_aym_official","CountryData_languages_tgk","CountryData_languages_fij","CountryData_name_native_tha_common","CountryData_languages_sna","CountryData_name_native_rus_official","CountryData_name_native_run_common","CountryData_languages_nno","CountryData_languages_heb","CountryData_name_native_smo_common","CountryData_name_native_nde_official","CountryData_languages_lao","CountryData_translations_est_official","CountryData_name_native_bul_common","CountryData_languages_ben","CountryData_name_native_hmo_common","CountryData_name_native_est_official","CountryData_languages_tsn","CountryData_languages_zul","CountryData_name_native_pus_official","CountryData_name_native_kaz_common","CountryData_name_native_mlt_common","CountryData_name_native_que_official","CountryData_name_native_gsw_official","CountryData_languages_ber","CountryData_languages_aym","CountryData_name_native_nzs_official","CountryData_name_native_prs_common","CountryData_name_native_ben_common","CountryData_name_native_slv_common","CountryData_name_native_deu_official"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Caribbean",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Аруба",NULL,297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"阿鲁巴",NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,180,NULL,NULL,NULL,NULL,"Americas",NULL,NULL,"Aruba",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ABW",NULL,NULL,NULL,"アルバ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Аруба",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,"AW",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Oranjestad","Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,12.5,NULL,NULL,NULL,"阿鲁巴",NULL,NULL,NULL,NULL,NULL,NULL,"533",NULL,NULL,NULL,NULL,NULL,"AWG",NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba","Aruban",false,NULL,"Aruba",NULL,NULL,NULL,NULL,"ARU",NULL,"Papiamento",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dutch",NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AW",".aw",NULL,NULL,NULL,NULL,NULL,"アルバ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Caribbean",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Аруба",NULL,297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"阿鲁巴",NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,180,NULL,NULL,NULL,NULL,"Americas",NULL,NULL,"Aruba",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ABW",NULL,NULL,NULL,"アルバ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Аруба",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,"AW",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Oranjestad","Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,-69.96666666,NULL,NULL,NULL,"阿鲁巴",NULL,NULL,NULL,NULL,NULL,NULL,"533",NULL,NULL,NULL,NULL,NULL,"AWG",NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba","Aruban",false,NULL,"Aruba",NULL,NULL,NULL,NULL,"ARU",NULL,"Papiamento",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dutch",NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AW",".aw",NULL,NULL,NULL,NULL,NULL,"アルバ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aruba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Southern Asia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Исламская Республика Афганистан",NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Owganystan Yslam Respublikasy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"阿富汗伊斯兰共和国",NULL,NULL,NULL,NULL,NULL,"Islamitische Republiek Afghanistan",NULL,NULL,NULL,NULL,NULL,NULL,"Gweriniaeth Islamaidd Affganistan",NULL,NULL,"Afghanistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Islamische Republik Afghanistan",NULL,NULL,NULL,"Affganistan",NULL,652230,NULL,"افغانستان",NULL,NULL,"Asia",NULL,NULL,"Afganistanin islamilainen tasavalta",NULL,"Afganistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Afganistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Islamska Republika Afganistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AFG",NULL,NULL,NULL,"アフガニスタン",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Афганистан",NULL,"República Islámica de Afganistán",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"IRN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Afganistan",NULL,"AF",NULL,"Afghanistan",NULL,NULL,NULL,NULL,NULL,NULL,"Kabul","Repubblica islamica dell'Afghanistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Islamic Republic of Afghanistan",NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,"阿富汗",NULL,NULL,NULL,NULL,NULL,NULL,"004",NULL,NULL,NULL,NULL,NULL,"AFN",NULL,NULL,NULL,NULL,NULL,"Afeganistão",NULL,NULL,NULL,NULL,NULL,NULL,"République islamique d'Afghanistan",NULL,NULL,NULL,NULL,"Dari",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"República Islâmica do Afeganistão",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Afghanistan",NULL,"Afganistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Turkmen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pashto",NULL,NULL,"Afganistán","Afghan",true,NULL,"Afghanistan",NULL,NULL,NULL,NULL,"AFG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Afgánsky islamský štát",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Owganystan",NULL,NULL,NULL,"AF",".af",NULL,NULL,NULL,NULL,NULL,"アフガニスタン·イスラム共和国",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"جمهوری اسلامی افغانستان",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Afghanistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Afganistani Islamivabariik",NULL,NULL,NULL,NULL,NULL,NULL,"د افغانستان اسلامي جمهوریت",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"افغانستان",NULL,NULL,NULL
